PC1,PC2
-1.7690827602285402,-0.07980604604675517
-2.0483812185992445,-0.48235562631392875
1.4767210833642201,-0.17778225901207126
1.5500178976399688,-0.21121562490126428
-1.17962479174833,-0.2412593291784794
-1.6682349201012991,-0.4145899292693245
0.3089022738635782,0.7156238737122105
0.18066927408635383,-0.6162001299996548
-0.38543321335581865,0.17116757800196739
-1.0882726816604738,-0.5017606989325201
1.0625349725935078,-0.16636079145683527
-1.6365379495707106,0.5005648920942954
0.502407163237324,-0.3961137034649745
1.1696627522659093,-0.08858591893085832
0.33798122776174366,-0.17083281276710938
2.358950121108978,0.11997160568749739
-1.1708326919660867,-0.5567728656811678
-2.7891102796360827,-0.728611016298755
0.15398165334919553,-0.27989671779343733
1.679602285494064,-0.0902815168857675
-0.8096448828966328,0.9946014078053657
-1.0034603505626376,0.7723940943145374
0.34094800428696215,-0.4040412753804074
2.225943474261053,0.09005820648139555
-0.600782953018201,-0.4295102593303055
-1.287626480807787,0.751165722381006
1.7450629575136019,0.117406657451666
0.6906252755027817,-0.03494080406575261
0.19059306218743688,-0.24731700701072917
0.241545933474715,-0.31732779573865044
0.06170234243121338,2.6263628272645305
0.1842285697743773,-0.16000028107178324
1.226400650735814,-0.020145945772657572
-0.02190982701883843,-0.20428543820528977
-2.446108104548813,-0.7356976505181038
1.4983029563463213,-0.049844097227788604
-1.9642663963085492,-0.44702707186214635
-2.798033885800088,-0.06680344824716622
-1.0859138527562489,1.0781730164652872
-0.930344851743858,-0.49867720545094324
0.9825384674147567,-0.2012011973539428
0.08027791052118613,0.8632606767666966
-2.433111880359066,-0.7439654050219043
0.4358213155113973,-0.5830541554724716
2.0086697320175064,0.03894618209512508
2.0301186790611703,-0.3731828123309733
-1.6254846522628437,0.3329578931549497
-1.3050682475520297,-0.5357154036169506
-0.8129034625865045,-0.16197721861083697
-1.0016491112248396,-0.3750822063447378
-0.018817167944092373,0.7388142333162648
1.4017987033802972,0.023064885512137995
1.1264928138883674,-0.060284085812974064
0.06249715725368753,-0.1717800274962758
-1.646174768832606,-0.10535039289317855
0.03213573330048713,-0.3173819964254114
1.9372510894043156,0.14018692333649413
2.2717140463958176,0.058914751692538576
0.7699110230692506,-0.24055213528375918
-2.402669109505364,-0.6050849954791967
-2.69726003562819,-0.783528974294118
-1.4999386281260636,-0.0745041920325555
2.0925022228492445,-0.013044086690159322
0.16079801293362503,-0.40297393598254405
0.6301407877940621,-0.0758105568333622
-2.1895548880699707,-0.5174049007575786
-1.7467896661074775,-0.05570688909705759
0.916230238851885,-0.43313148837231863
-0.22792000253598843,-0.48855541275188186
-1.7165401426080482,-0.33157716646747204
0.9052731740948633,-0.2519449548600713
-1.4374193545789233,-0.40950856019418347
-1.668053157339305,-0.041114868133024056
-3.0414547465081676,-0.8345966796541026
-1.0711494330547646,-0.4766322772801747
-1.0571646780954917,-0.47265131389344234
-0.20868460513410939,-0.3784351551668281
-0.9032481554606561,0.21847984409468035
0.028072555350844564,0.41414101955071897
0.8800129413877245,-0.41328270868345013
-1.0126899056202427,0.8070424789196605
-1.6145694652455536,-0.8420054197824034
-1.5639017383827847,0.5935689512591529
1.5080057391630697,-0.11062103999722113
-1.4041833803645496,-0.07968142297981774
-1.5528775607647696,0.023277176224686478
-0.9296958852171346,-0.4250906978962822
0.7739500870238072,-0.48101426208617615
1.007772444206524,-0.2537785586701283
-1.720349297036605,-0.48264629460589736
-1.4498937419428786,-0.3499935487820693
-2.6833511287714997,-0.08211886195868905
0.11187170903689776,-0.2878567978811296
1.3097618548718495,-0.30868981709574955
-1.7153416981247387,-0.6620027618627409
2.3489650068332724,0.09342972521986291
-0.37858473437977636,-0.1796539087581694
1.452873612553229,0.11640420759019511
-0.7258271462281879,0.6532594134074428
-0.7477768917273391,-0.33604375914410894
2.111534283593891,0.1130658520256711
0.29056594597479696,-0.22551520816096937
-1.5019897772766364,0.1012017978598701
-0.47672845081255594,-0.252533965063167
1.4779914994532395,-0.23803270819218456
0.802392341278958,-0.47028496520740565
1.821724868340941,-0.4388440526178845
-0.315784094261683,-0.2607903903269335
2.0609284583243417,-0.016786558942666837
0.016460314923177465,1.2890754516954523
-2.0777493831142477,0.2012321660370576
0.5141725596968733,-0.2514277392666428
-0.47949678709261173,-0.2598213363399778
-1.8560856509268329,-0.526732548765803
0.21855003151537156,-0.18498912085268115
-0.9184972036002346,0.3330470158073999
-0.6430691268333837,0.23708278402257182
-0.9829520400828248,-0.7175210096186028
1.5313303852462756,0.02700028120123382
-0.4974450755745329,0.3919102222862516
0.805072921127681,-0.5206611438064442
-0.1948078043396797,1.0269205927091924
-1.325524130317445,-0.3988081084434877
1.3148772366732722,-0.333441819529576
-0.3734603198775637,0.42415777824660644
0.9160003200069496,-0.2230327838066344
-2.549320883448431,-0.681934390033833
1.656078402748624,0.030784220098422438
1.2543953204671754,-0.36838904038610404
1.9152278345912332,0.08979743758616808
1.8257152990401588,-0.008097937668854794
-1.4031084090220294,0.3796890735626697
-0.5714245298591585,-0.354041507989542
0.08987112519090236,-0.2956541317142312
-0.681662120434993,-0.41745112045950405
-0.15331767518969874,0.3911920638504794
-2.194930705835596,-0.4993580179469268
2.112907055964539,0.11322856821056271
1.7082782321727434,-0.07273454773142948
2.437198146235911,0.12924642822632038
-0.4848724601791556,-0.5133933732644561
-1.115552985383344,0.30124784658990283
-2.248916251676949,-0.4062017154850726
1.7133936139741661,-0.09748655016525597
-1.6024596070719181,-0.5796894932811937
-1.3450247127000212,-0.6678992369762501
-2.145322265881888,-0.6301682400376396
1.6083766439601022,0.026668124881228522
-1.610082097728831,-0.5274362836302908
0.867376495221768,-0.22286792571966205
-0.6727654580278755,-0.23087490193388532
-0.22726004815049167,-0.3935356894111352
2.235024900069492,0.07992428187385764
1.3844139090266459,-0.32434696502057037
-1.4990871041022202,-0.02226605823171545
-0.5359406950814385,-0.3818152536600417
-1.0581196367147145,-0.161625764982766
0.4502485967345057,2.3811515900116307
-1.0914780225962903,0.8557491769096275
0.05240789253515125,-0.36804248779692267
-1.1252731297512721,0.007876855309865097
-1.1494581130726687,-0.4988612172696549
0.7469890790429193,-0.06383053703853502
2.0740937219052262,0.08326964786020391
0.2736061469359695,-0.1258067418672653
-0.85515384109847,-0.384378849401804
1.9939449436215488,0.06255917123471018
-0.314227304102471,0.264473962053316
-1.4727742043895393,-0.12426639873229092
0.4911426528131837,-0.4847342561811744
1.7774197331461976,-0.3596158638472271
-1.0356411091423783,-0.33422810893898813
-1.9756896642803385,-0.5594194179353421
-1.469691015647808,0.6963412927187276
0.5176796379061293,-0.15539802834081878
1.4930447098408501,-0.22599825390819897
0.4604177212299722,-0.1287342112254985
0.9596704210171234,-0.24048046138738122
0.9957530738473567,-0.1704929559375887
0.4952409035920108,-0.33642348489139556
-1.3623405223865421,0.8115164082452754
-1.2202258794195067,0.18325461677580884
0.519716706869501,-0.19576354099437737
-2.2134169234525896,0.24081564084240656
3.9269481528631927,-0.34195381526076574
-0.518773635276665,0.7577176761297874
2.523565153864206,-1.9560741835681932
-1.6075323070013687,-0.029828330372309225
2.0215526641394352,0.05168356566092899
2.6936609302199392,0.23572024013634243
1.956398607288382,-0.3526527298225425
0.10820849624086126,-0.36449145998615906
-2.219057900011269,-0.6043018058078574
0.5675143423265895,-0.3294070780812286
0.03949048107372555,-0.2710778885069928
-1.327079699528409,-0.41674708781154174
2.3018216623278605,0.1244104638238283
0.7380895339304886,1.4070843545020204
-0.7531533405380892,1.2950916170008424
-2.3070832274575177,-0.32097279716887933
0.3309301040308839,-0.4863380698766207
-0.1367156810234918,-0.1398137895025463
0.5527917567229516,-0.032727397513555176
0.02204329258804318,-0.17741554200293413
2.341538684854438,0.19104518924935937
0.1001515376670727,-0.4771054005935172
0.08843142942327575,-0.4402923535436082
0.43334467743929045,0.808010967872506
-1.3883052580456483,0.10164970296699737
-2.0404573909754333,-0.6108416674267455
-2.727009715819614,-0.7223825384520047
-0.44339502432317274,-0.5246499150454708
1.0167299211192458,-0.025515353812244426
0.013705158242038128,0.7035758490046281
-0.764151205116712,0.8696274942953941
-2.291871418734972,-0.5795459578214003
-0.11191086801484947,-0.32173903371793666
0.19255534546109015,-0.3494785817462534
-1.7157443500893172,-0.24917743286531263
-1.8121696126735012,0.7326975824708476
-0.7487962936332841,0.3354452570168687
1.1788629418153984,-0.15736889961431727
1.0302104233438305,-0.2347300401104026
-1.9203881104862375,-0.4465690909150615
-1.463718223111841,0.7607786366944619
