Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Expectativa,Expectativa,Expectativa,Expectativa,Progresión,Progresión,Progresión,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Unnamed: 36_level_0
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
286,Oscar Macías,mx MEX,CC,Atlético,26-142,1998,13,11,953,10.6,1,1,2,1,0,0,0,0,0.4,0.4,0.2,0.6,10,50,12,0.09,0.09,0.19,0.09,0.19,0.04,0.02,0.06,0.04,0.06,Partidos
287,Waldo Madrid,mx MEX,DL,Necaxa,21-095,2003,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
288,Fernando Madrigal,mx MEX,CC,Tijuana,33-016,1991,4,2,191,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,10,9,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
289,Lisandro Magallán,ar ARG,DF,UNAM,31-062,1993,12,12,1062,11.8,0,0,0,0,0,0,2,0,0.5,0.5,0.3,0.8,4,38,0,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.07,0.04,0.07,Partidos
290,Óscar Manzanarez,mx MEX,DF,Querétaro,29-218,1995,8,7,596,6.6,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,1,15,4,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
291,Cristian Mares,mx MEX,CC,Puebla,20-077,2004,1,0,11,0.1,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,2,0.00,0.00,0.00,0.00,0.00,2.16,0.00,2.16,2.16,2.16,Partidos
292,Antonio María,mx MEX,DL,Querétaro,20-230,2004,1,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
293,Ricardo Marín,mx MEX,"DL,CC",Guadalajara,26-255,1998,13,5,565,6.3,3,1,4,3,0,0,0,0,2.1,2.1,0.3,2.4,4,11,30,0.48,0.16,0.64,0.48,0.64,0.34,0.05,0.39,0.34,0.39,Partidos
294,Salvador Mariscal,mx MEX,"CC,DF",Santos,21-220,2003,15,12,1082,12.0,0,0,0,0,0,0,3,0,0.6,0.6,0.1,0.8,2,34,3,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Partidos
295,Ángel Márquez,mx MEX,CC,Atlas,24-160,2000,17,16,1312,14.6,3,1,4,3,0,0,3,0,1.5,1.5,1.8,3.2,21,47,47,0.21,0.07,0.27,0.21,0.27,0.10,0.12,0.22,0.10,0.22,Partidos
296,Henry Martín,mx MEX,DL,América,32-010,1992,17,14,1271,14.1,8,6,14,8,0,0,0,0,7.5,7.5,3.4,10.9,14,28,56,0.57,0.42,0.99,0.57,0.99,0.53,0.24,0.77,0.53,0.77,Partidos
297,Guillermo Martínez Ayala,mx MEX,DL,UNAM,29-258,1995,17,11,943,10.5,4,1,5,3,1,1,2,0,3.9,3.1,0.8,3.9,7,25,45,0.38,0.10,0.48,0.29,0.38,0.37,0.08,0.45,0.29,0.37,Partidos
298,Gabriel Martínez,mx MEX,DF,Atlético,22-127,2002,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
299,Emilio Martínez González,mx MEX,DF,Necaxa,21-300,2003,11,10,789,8.8,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,18,11,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Partidos
300,Alejandro Mayorga,mx MEX,DF,Necaxa,27-183,1997,15,12,1026,11.4,0,1,1,0,0,0,1,0,0.4,0.4,0.4,0.8,21,40,28,0.00,0.09,0.09,0.00,0.09,0.04,0.04,0.07,0.04,0.07,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
301,Alan Medina,mx MEX,"CC,DF",Querétaro,27-101,1997,14,6,547,6.1,0,2,2,0,0,0,0,0,1.2,1.2,0.3,1.5,17,22,37,0.00,0.33,0.33,0.00,0.33,0.19,0.05,0.24,0.19,0.24,Partidos
302,Alan Medina,uy URU,"CC,DL",León,26-232,1998,4,3,220,2.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,7,6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03,Partidos
303,Diego Medina,mx MEX,"DL,DF",Santos,23-261,2001,7,6,475,5.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,18,19,38,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
304,Stefan Medina,co COL,DF,Monterrey,32-167,1992,14,13,1158,12.9,0,1,1,0,0,0,3,0,0.2,0.2,1.4,1.6,21,58,37,0.00,0.08,0.08,0.00,0.08,0.02,0.11,0.13,0.02,0.13,Partidos
305,Aaron Mejía Montoya,mx MEX,"DF,CC",Tijuana,23-175,2001,17,11,1165,12.9,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,7,40,44,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Partidos
306,Ángel Mena,ec ECU,"CC,DL",Pachuca,36-312,1988,5,1,175,1.9,0,0,0,0,0,0,1,0,0.6,0.6,0.5,1.1,5,14,18,0.00,0.00,0.00,0.00,0.00,0.32,0.26,0.57,0.32,0.57,Partidos
307,Alex Mendez,us USA,"DL,CC",FC Juárez,24-083,2000,3,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.10,0.06,0.16,0.10,0.16,Partidos
308,Bruno Méndez,uy URU,DF,Toluca,25-079,1999,10,7,682,7.6,0,0,0,0,0,0,0,1,0.1,0.1,0.0,0.2,5,29,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Partidos
309,Stiven Mendoza,co COL,"CC,DL",León,32-154,1992,12,11,953,10.6,4,0,4,4,0,1,4,1,2.6,1.8,1.5,3.2,37,36,76,0.38,0.00,0.38,0.38,0.38,0.24,0.14,0.38,0.17,0.31,Partidos
310,Jean Meneses,cl CHI,DL,Toluca,31-257,1993,4,3,249,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,6,6,20,0.00,0.00,0.00,0.00,0.00,0.03,0.19,0.21,0.03,0.21,Partidos
311,Roberto Meraz,mx MEX,CC,Mazatlán,25-116,1999,15,15,1269,14.1,0,1,1,0,0,0,5,0,0.5,0.5,1.1,1.6,11,80,8,0.00,0.07,0.07,0.00,0.07,0.03,0.08,0.12,0.03,0.12,Partidos
312,Lucas Merolla,ar ARG,DF,Mazatlán,29-154,1995,7,7,478,5.3,0,0,0,0,0,0,0,0,1.9,1.9,0.0,2.0,0,8,2,0.00,0.00,0.00,0.00,0.00,0.37,0.01,0.37,0.37,0.37,Partidos
313,Maximiliano Meza,ar ARG,"CC,DL",Monterrey,31-349,1992,3,3,199,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,7,16,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,Partidos
314,Andrés Micolta,ec ECU,DF,Pachuca,25-175,1999,4,3,292,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
315,Kevin Mier,co COL,PO,Cruz Azul,24-194,2000,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
316,Fernando Monárrez,mx MEX,"DF,DL",Tijuana,25-129,1999,2,0,55,0.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,4,3,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11,Partidos
317,Ricardo Monreal,mx MEX,"DL,CC",Necaxa,23-292,2001,17,10,796,8.8,1,0,1,1,0,0,2,0,1.3,1.3,1.6,2.9,15,18,58,0.11,0.00,0.11,0.11,0.11,0.15,0.18,0.32,0.15,0.32,Partidos
318,Pablo Monroy,mx MEX,DF,UNAM,22-129,2002,7,3,243,2.7,0,0,0,0,0,0,2,0,0.0,0.0,0.3,0.3,3,4,17,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Partidos
319,Andres Montaño,mx MEX,"CC,DL",Cruz Azul,22-190,2002,15,3,381,4.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,5,19,27,0.00,0.00,0.00,0.00,0.00,0.04,0.08,0.11,0.04,0.11,Partidos
320,Alán Montes,mx MEX,DF,Necaxa,24-033,2000,15,13,1211,13.5,1,0,1,1,0,0,6,0,0.7,0.7,0.2,0.9,2,25,2,0.07,0.00,0.07,0.07,0.07,0.06,0.01,0.07,0.06,0.07,Partidos
321,Elias Montiel,mx MEX,CC,Pachuca,19-052,2005,13,13,1157,12.9,1,1,2,1,0,0,1,0,1.1,1.1,1.0,2.1,28,95,22,0.08,0.08,0.16,0.08,0.16,0.09,0.08,0.17,0.09,0.17,Partidos
322,Adrián Mora,mx MEX,DF,Atlas,27-105,1997,11,6,591,6.6,0,1,1,0,0,0,1,0,0.3,0.3,0.2,0.5,1,12,1,0.00,0.15,0.15,0.00,0.15,0.05,0.04,0.08,0.05,0.08,Partidos
323,Gilberto Mora,mx MEX,"DL,CC",Tijuana,16-045,2008,12,4,530,5.9,1,1,2,1,0,0,1,0,0.9,0.9,1.0,1.9,24,38,48,0.17,0.17,0.34,0.17,0.34,0.16,0.17,0.33,0.16,0.33,Partidos
324,Amaury Morales,mx MEX,"CC,DL",Cruz Azul,18-361,2005,10,1,191,2.1,1,0,1,1,0,0,1,0,0.2,0.2,0.4,0.6,11,6,14,0.47,0.00,0.47,0.47,0.47,0.12,0.18,0.30,0.12,0.30,Partidos
325,Robert Morales,py PAR,DL,Toluca,25-256,1999,3,1,90,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,2,3,0.00,0.00,0.00,0.00,0.00,0.21,0.03,0.24,0.21,0.24,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
326,Carlos Moreno,mx MEX,PO,Pachuca,26-304,1998,15,15,1350,15.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
327,Héctor Moreno,mx MEX,DF,Monterrey,36-316,1988,13,10,929,10.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,2,44,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Partidos
328,Iker Moreno,mx MEX,DF,Atlético,21-075,2003,7,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
329,Iván Moreno,mx MEX,"DF,CC",León,26-316,1998,7,6,502,5.6,2,1,3,2,0,0,2,0,0.7,0.7,0.6,1.4,8,25,14,0.36,0.18,0.54,0.36,0.54,0.13,0.11,0.24,0.13,0.24,Partidos
330,Omar Moreno,mx MEX,CC,Mazatlán,19-303,2005,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,6,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Partidos
331,Alan Mozo,mx MEX,DF,Guadalajara,27-237,1997,17,16,1444,16.0,2,1,3,2,0,0,1,0,1.1,1.1,0.9,1.9,33,43,88,0.12,0.06,0.19,0.12,0.19,0.07,0.05,0.12,0.07,0.12,Partidos
332,Guillermo Muñoz,mx MEX,CC,Santos,20-059,2004,3,0,53,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,1,4,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Partidos
333,Santiago Muñóz,mx MEX,"DL,CC",Santos,22-106,2002,15,7,649,7.2,2,0,2,1,1,1,0,0,3.4,2.6,0.2,2.8,14,20,27,0.28,0.00,0.28,0.14,0.14,0.47,0.03,0.50,0.36,0.39,Partidos
334,Jhon Murillo,ve VEN,"DL,DF",Atlas,29-007,1995,17,13,1261,14.0,2,2,4,2,0,0,1,0,2.7,2.7,0.9,3.6,41,21,72,0.14,0.14,0.29,0.14,0.29,0.19,0.06,0.26,0.19,0.26,Partidos
335,Luis Nájera,mx MEX,"CC,DL",Atlético,21-278,2003,15,11,910,10.1,3,4,7,3,0,0,0,0,1.1,1.1,1.0,2.2,16,39,55,0.30,0.40,0.69,0.30,0.69,0.11,0.10,0.21,0.11,0.21,Partidos
336,Gonzalo Nápoli,uy URU,"CC,DL",León,24-204,2000,3,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.32,0.00,0.32,Partidos
337,Luis Navarrete,mx MEX,CC,Toluca,18-097,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
338,Santiago Naveda,mx MEX,CC,Santos,23-226,2001,11,10,835,9.3,0,1,1,0,0,0,2,0,0.8,0.8,0.4,1.2,6,29,9,0.00,0.11,0.11,0.00,0.11,0.09,0.04,0.13,0.09,0.13,Partidos
339,Hugo Nervo,ar ARG,DF,Atlas,33-327,1991,17,17,1530,17.0,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,5,40,1,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.04,0.02,0.04,Partidos
340,Santiago Núñez,ar ARG,DF,Santos,24-213,2000,9,8,701,7.8,0,0,0,0,0,0,3,1,0.5,0.5,0.0,0.5,3,8,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Partidos
341,Lucas Ocampos,ar ARG,"DL,CC",Monterrey,30-140,1994,10,8,736,8.2,1,4,5,0,1,1,0,1,1.9,1.1,1.6,2.7,24,30,79,0.12,0.49,0.61,0.00,0.49,0.23,0.20,0.43,0.13,0.33,Partidos
342,Agustín Oliveros,uy URU,DF,Necaxa,26-103,1998,17,17,1530,17.0,0,1,1,0,0,0,1,0,1.2,1.2,0.6,1.8,9,34,3,0.00,0.06,0.06,0.00,0.06,0.07,0.04,0.11,0.07,0.11,Partidos
343,Sebastián Olmedo,py PAR,DF,Puebla,23-160,2001,7,6,461,5.1,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
344,Santiago Ormeño,pe PER,DL,Puebla,30-298,1994,9,5,482,5.4,2,1,3,1,1,1,0,0,1.8,1.0,0.5,1.5,2,6,13,0.37,0.19,0.56,0.19,0.37,0.32,0.10,0.41,0.18,0.27,Partidos
345,Efraín Orona,mx MEX,DF,Puebla,25-280,1999,17,14,1311,14.6,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.6,8,20,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Partidos
346,Jesús Orozco,mx MEX,DF,Guadalajara,22-283,2002,15,15,1269,14.1,0,0,0,0,0,0,3,0,0.5,0.5,0.2,0.7,18,66,0,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Partidos
347,Ralph Orquin,us USA,DF,FC Juárez,21-227,2003,17,17,1406,15.6,0,4,4,0,0,0,2,0,0.5,0.5,1.7,2.3,24,51,50,0.00,0.26,0.26,0.00,0.26,0.03,0.11,0.14,0.03,0.14,Partidos
348,Carlos Orrantía,mx MEX,DF,Toluca,33-301,1991,4,2,192,2.1,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,2,7,19,0.00,0.00,0.00,0.00,0.00,0.06,0.17,0.24,0.06,0.24,Partidos
349,Haret Ortega,mx MEX,"DF,CC",FC Juárez,24-193,2000,9,6,625,6.9,1,0,1,1,0,0,4,0,0.1,0.1,0.1,0.1,0,6,1,0.14,0.00,0.14,0.14,0.14,0.01,0.01,0.02,0.01,0.02,Partidos
350,Kevin Ortega,mx MEX,CC,Atlético,22-329,2002,3,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
351,Pablo Ortiz,mx MEX,DF,Querétaro,22-237,2002,9,5,469,5.2,0,1,1,0,0,0,2,0,0.1,0.1,0.1,0.2,7,15,14,0.00,0.19,0.19,0.00,0.19,0.02,0.03,0.04,0.02,0.04,Partidos
352,Youssef Ortiz,mx MEX,DF,León,18-023,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
353,Juan Pablo Vigón,mx MEX,CC,UANL,33-131,1991,11,1,246,2.7,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,7,14,13,0.00,0.00,0.00,0.00,0.00,0.22,0.05,0.26,0.22,0.26,Partidos
354,Jose Pachuca,mx MEX,DF,Puebla,19-127,2005,11,5,506,5.6,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,5,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
355,Jonathan Padilla,mx MEX,"CC,DL",Guadalajara,18-345,2005,9,3,370,4.1,2,2,4,2,0,0,0,0,1.7,1.7,0.5,2.2,14,8,28,0.49,0.49,0.97,0.49,0.97,0.41,0.12,0.53,0.41,0.53,Partidos
356,Agustín Palavecino,ar ARG,CC,Necaxa,28-019,1996,17,17,1465,16.3,4,2,6,4,0,0,3,0,2.7,2.7,3.2,6.0,32,121,63,0.25,0.12,0.37,0.25,0.37,0.17,0.20,0.37,0.17,0.37,Partidos
357,José Paradela,ar ARG,CC,Necaxa,25-349,1998,17,17,1375,15.3,3,5,8,0,3,3,3,0,4.1,1.7,3.1,4.8,54,103,76,0.20,0.33,0.52,0.00,0.33,0.27,0.20,0.47,0.11,0.31,Partidos
358,Paulinho,pt POR,DL,Toluca,32-019,1992,17,16,1431,15.9,13,5,18,13,0,1,2,0,9.0,8.2,2.2,10.4,15,24,78,0.82,0.31,1.13,0.82,1.13,0.56,0.14,0.70,0.51,0.65,Partidos
359,Pedro Pedraza,mx MEX,CC,Pachuca,24-212,2000,15,11,885,9.8,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,7,36,13,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
360,Federico Pereira,uy URU,DF,Toluca,24-278,2000,10,10,900,10.0,1,0,1,1,0,0,2,0,0.1,0.1,0.0,0.1,12,30,0,0.10,0.00,0.10,0.10,0.10,0.01,0.00,0.01,0.01,0.01,Partidos
361,Aldahir Perez,mx MEX,CC,Querétaro,20-055,2004,3,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,3,7,3,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.05,0.03,0.05,Partidos
362,Sebastián Pérez Bouquet,mx MEX,"CC,DL",FC Juárez,21-159,2003,3,0,33,0.4,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,3,0.00,2.73,2.73,0.00,2.73,0.00,0.40,0.40,0.00,0.40,Partidos
363,Jonathan Pérez,mx MEX,DF,Santos,19-032,2005,10,8,714,7.9,1,0,1,1,0,0,3,0,0.3,0.3,0.0,0.3,0,12,3,0.13,0.00,0.13,0.13,0.13,0.04,0.00,0.04,0.04,0.04,Partidos
364,Pavel Pérez,mx MEX,"CC,DL",Guadalajara,26-155,1998,6,1,144,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,10,8,17,0.00,0.00,0.00,0.00,0.00,0.16,0.07,0.23,0.16,0.23,Partidos
365,Jonathan Perlaza,ec ECU,DF,Querétaro,27-076,1997,4,2,202,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
366,Yan Phillipe,br BRA,"DL,CC",Atlético,20-195,2004,13,6,503,5.6,2,0,2,2,0,0,1,0,1.6,1.6,0.2,1.8,19,10,38,0.36,0.00,0.36,0.36,0.36,0.28,0.04,0.32,0.28,0.32,Partidos
367,Cristiano Piccini,it ITA,DF,Atlético,32-063,1992,2,2,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,7,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
368,Jesús Piñuelas,mx MEX,CC,Toluca,26-246,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
369,Gonzalo Piovi,ar ARG,DF,Cruz Azul,30-081,1994,15,14,1287,14.3,0,3,3,0,0,0,5,1,0.8,0.8,0.7,1.5,23,110,24,0.00,0.21,0.21,0.00,0.21,0.05,0.05,0.11,0.05,0.11,Partidos
370,Guido Pizarro,ar ARG,"DF,CC",UANL,34-276,1990,16,16,1440,16.0,1,0,1,1,0,0,3,0,1.4,1.4,0.7,2.1,14,69,10,0.06,0.00,0.06,0.06,0.06,0.09,0.05,0.13,0.09,0.13,Partidos
371,Rodolfo Pizarro,mx MEX,"CC,DL",Mazatlán,30-287,1994,7,4,395,4.4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,4,24,43,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.12,0.06,0.12,Partidos
372,Osvaldo Rodríguez del Portal,mx MEX,"DF,DL",UANL,28-079,1996,3,2,127,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
373,Osvaldo Rodríguez del Portal,mx MEX,"DL,DF",León,28-079,1996,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
374,Ayrton Preciado,ec ECU,"CC,DF",Querétaro,30-134,1994,5,1,132,1.5,1,0,1,1,0,0,2,1,0.1,0.1,0.0,0.2,6,3,12,0.68,0.00,0.68,0.68,0.68,0.09,0.03,0.12,0.09,0.12,Partidos
375,Ronaldo Prieto,mx MEX,DF,Santos,27-270,1997,1,1,70,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
376,Luis Puente,mx MEX,DL,Pachuca,21-289,2003,2,2,98,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,4,0.00,0.00,0.00,0.00,0.00,0.17,0.03,0.21,0.17,0.21,Partidos
377,Ignacio Pussetto,ar ARG,"CC,DL",UNAM,28-343,1995,12,4,537,6.0,2,1,3,2,0,0,0,0,3.0,3.0,0.4,3.5,7,19,42,0.34,0.17,0.50,0.34,0.50,0.51,0.07,0.59,0.51,0.59,Partidos
378,Piero Quispe,pe PER,CC,UNAM,23-106,2001,15,12,1115,12.4,2,1,3,2,0,0,2,0,1.7,1.7,1.4,3.1,44,129,42,0.16,0.08,0.24,0.16,0.24,0.14,0.11,0.25,0.14,0.25,Partidos
379,Héctor Ramírez,mx MEX,DF,UNAM,20-311,2004,2,2,114,1.3,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,1,0.00,0.79,0.79,0.00,0.79,0.00,0.06,0.06,0.00,0.06,Partidos
380,Miguel Ramírez,us USA,DL,América,22-151,2002,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
381,Paulo Ramírez,mx MEX,CC,Atlas,22-043,2002,5,1,189,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,11,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
382,José Rangel Aguilar,mx MEX,PO,Guadalajara,24-277,2000,17,17,1530,17.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
383,Luis Rey,mx MEX,DF,Guadalajara,22-075,2002,6,4,342,3.8,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,7,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Partidos
384,Cristian Reyes,mx MEX,"CC,DL",Monterrey,18-232,2006,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
385,Diego Reyes,mx MEX,CC,América,17-086,2007,2,0,3,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
