Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Expectativa,Expectativa,Expectativa,Expectativa,Progresión,Progresión,Progresión,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Unnamed: 36_level_0
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
85,Jhonder Cádiz,ve VEN,DL,León,29-122,1995,15,11,1021,11.3,5,1,6,4,1,2,4,0,6.5,4.9,0.6,5.5,14,14,54,0.44,0.09,0.53,0.35,0.44,0.57,0.06,0.63,0.43,0.49,Partidos
86,José Caicedo,co COL,CC,UNAM,22-189,2002,17,17,1364,15.2,1,1,2,1,0,0,4,0,1.0,1.0,0.6,1.7,9,105,16,0.07,0.07,0.13,0.07,0.13,0.07,0.04,0.11,0.07,0.11,Partidos
87,Cristian Calderón,mx MEX,DF,América,27-188,1997,14,10,874,9.7,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.6,7,36,50,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Partidos
88,Francisco Calvo,cr CRC,DF,FC Juárez,32-143,1992,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,1,8,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Partidos
89,Raúl Camacho,mx MEX,"DL,DF",Mazatlán,22-254,2002,9,4,307,3.4,2,0,2,2,0,0,2,0,1.4,1.4,0.0,1.4,2,2,9,0.59,0.00,0.59,0.59,0.59,0.42,0.00,0.42,0.42,0.42,Partidos
90,Diber Cambindo,co COL,DL,Necaxa,28-285,1996,16,14,1235,13.7,5,0,5,5,0,0,2,0,4.2,4.2,0.7,4.9,28,10,81,0.36,0.00,0.36,0.36,0.36,0.31,0.05,0.36,0.31,0.36,Partidos
91,Diego Campillo,mx MEX,CC,FC Juárez,23-040,2001,17,15,1251,13.9,1,0,1,1,0,0,4,0,0.5,0.5,0.5,1.0,19,67,24,0.07,0.00,0.07,0.07,0.07,0.04,0.04,0.07,0.04,0.07,Partidos
92,Sergio Canales,es ESP,"CC,DL",Monterrey,33-286,1991,17,17,1504,16.7,8,2,10,6,2,3,3,0,6.2,3.8,2.4,6.2,41,116,83,0.48,0.12,0.60,0.36,0.48,0.37,0.14,0.51,0.23,0.37,Partidos
93,Camilo Cándido,uy URU,"DF,DL",Cruz Azul,29-179,1995,11,1,229,2.5,0,0,0,0,0,0,0,1,1.0,1.0,0.3,1.3,2,10,16,0.00,0.00,0.00,0.00,0.00,0.39,0.10,0.49,0.39,0.49,Partidos
94,Luis Cárdenas,mx MEX,PO,Monterrey,31-074,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
95,Rafael Carioca,br BRA,CC,UANL,35-163,1989,13,13,1027,11.4,0,0,0,0,0,0,1,0,0.1,0.1,0.5,0.6,5,71,11,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Partidos
96,Héctor Carranza,mx MEX,CC,Santos,20-330,2004,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
97,Jordan Carrillo,mx MEX,"CC,DL",Santos,22-364,2001,13,9,851,9.5,0,0,0,0,0,0,1,0,0.4,0.4,1.6,2.0,24,40,41,0.00,0.00,0.00,0.00,0.00,0.04,0.17,0.21,0.04,0.21,Partidos
98,Stephano Carrillo,mx MEX,"DL,DF",Santos,18-266,2006,8,1,183,2.0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,5,2,17,0.00,0.00,0.00,0.00,0.00,0.17,0.07,0.24,0.17,0.24,Partidos
99,Guilherme Carvalho,br BRA,CC,FC Juárez,25-070,1999,12,11,967,10.7,1,2,3,1,0,0,2,0,0.8,0.8,2.2,3.1,21,54,33,0.09,0.19,0.28,0.09,0.28,0.08,0.21,0.28,0.08,0.28,Partidos
100,Kevin Castañeda,mx MEX,"CC,DL",Tijuana,25-031,1999,14,11,896,10.0,3,0,3,2,1,1,2,0,3.0,2.2,1.4,3.6,32,90,65,0.30,0.00,0.30,0.20,0.20,0.30,0.14,0.44,0.22,0.36,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
101,Klever Castillo,mx MEX,DL,Toluca,19-108,2005,3,0,70,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,5,2,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Partidos
102,Moises Castillo,co COL,DF,FC Juárez,23-188,2001,10,6,573,6.4,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,5,11,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidos
103,José Castillo Pérez,mx MEX,DF,Guadalajara,22-362,2001,16,16,1385,15.4,0,1,1,0,0,0,0,0,0.8,0.8,0.7,1.4,18,55,28,0.00,0.06,0.06,0.00,0.06,0.05,0.04,0.09,0.05,0.09,Partidos
104,Raúl Castillo,mx MEX,"CC,DL",Puebla,22-362,2001,15,11,785,8.7,1,0,1,1,0,0,3,0,0.8,0.8,1.2,2.0,14,23,31,0.11,0.00,0.11,0.11,0.11,0.09,0.14,0.23,0.09,0.23,Partidos
105,Manuel Castro,uy URU,"CC,DL",FC Juárez,29-062,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Partidos
106,Lucas Cavallini,ca CAN,DL,Puebla,31-336,1992,4,4,328,3.6,4,0,4,2,2,2,1,0,3.4,1.9,0.4,2.3,2,5,17,1.10,0.00,1.10,0.55,0.55,0.95,0.11,1.06,0.51,0.63,Partidos
107,Alan Cervantes,mx MEX,CC,Santos,26-316,1998,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
108,Alan Cervantes,mx MEX,CC,América,26-316,1998,12,6,660,7.3,1,0,1,1,0,0,0,0,0.3,0.3,0.4,0.7,8,36,9,0.14,0.00,0.14,0.14,0.14,0.04,0.05,0.09,0.04,0.09,Partidos
109,Luís Cervantes,mx MEX,DF,León,23-293,2001,1,1,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
110,Mateo Chávez,mx MEX,DF,Guadalajara,20-200,2004,12,7,691,7.7,0,2,2,0,0,0,1,0,0.2,0.2,1.0,1.2,24,25,41,0.00,0.26,0.26,0.00,0.26,0.02,0.13,0.15,0.02,0.15,Partidos
111,Ricardo Chávez Soto,mx MEX,DF,Atlético,30-009,1994,17,13,1229,13.7,1,2,3,1,0,0,3,0,1.8,1.8,0.7,2.5,34,54,100,0.07,0.15,0.22,0.07,0.22,0.13,0.05,0.18,0.13,0.18,Partidos
112,Ronaldo Cisneros,mx MEX,"DL,DF",Querétaro,27-325,1997,9,2,318,3.5,2,0,2,2,0,0,0,0,1.1,1.1,0.2,1.3,2,1,17,0.57,0.00,0.57,0.57,0.57,0.31,0.06,0.37,0.31,0.37,Partidos
113,Josué Colmán,py PAR,"CC,DF",Mazatlán,26-126,1998,15,5,552,6.1,2,0,2,2,0,0,0,0,2.2,2.2,1.2,3.4,20,33,41,0.33,0.00,0.33,0.33,0.33,0.36,0.19,0.55,0.36,0.55,Partidos
114,Bryan Colula,mx MEX,"DF,CC",Mazatlán,28-236,1996,16,16,1314,14.6,0,0,0,0,0,0,4,0,1.1,1.1,2.4,3.5,21,88,74,0.00,0.00,0.00,0.00,0.00,0.08,0.16,0.24,0.08,0.24,Partidos
115,Francisco Contreras,mx MEX,"DF,CC",Tijuana,25-166,1999,10,5,482,5.4,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,7,27,13,0.00,0.00,0.00,0.00,0.00,0.03,0.14,0.17,0.03,0.17,Partidos
116,Jesús Corona,mx MEX,"CC,DL",Monterrey,31-327,1993,14,6,586,6.5,1,1,2,1,0,0,1,0,1.3,1.3,1.1,2.4,23,24,91,0.15,0.15,0.31,0.15,0.31,0.20,0.17,0.37,0.20,0.37,Partidos
117,Joe Corona,us USA,CC,Tijuana,34-142,1990,10,8,554,6.2,1,1,2,1,0,0,2,0,1.2,1.2,0.7,1.9,8,38,16,0.16,0.16,0.32,0.16,0.32,0.19,0.11,0.30,0.19,0.30,Partidos
118,José Corona,mx MEX,PO,Tijuana,43-307,1981,8,7,640,7.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
119,Rogelio Cortéz Pineda,mx MEX,"DL,CC",Necaxa,20-144,2004,7,0,171,1.9,1,0,1,1,0,0,0,0,1.2,1.2,0.2,1.4,4,10,8,0.53,0.00,0.53,0.53,0.53,0.62,0.12,0.74,0.62,0.74,Partidos
120,Jordi Cortizo,mx MEX,"CC,DL",Monterrey,28-151,1996,13,7,583,6.5,2,1,3,2,0,0,2,0,0.7,0.7,1.2,2.0,13,31,44,0.31,0.15,0.46,0.31,0.46,0.11,0.19,0.30,0.11,0.30,Partidos
121,Rodolfo Cota,mx MEX,PO,América,37-148,1987,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
122,Cade Cowell,us USA,"CC,DL",Guadalajara,21-045,2003,12,10,831,9.2,5,2,7,5,0,0,0,0,3.3,3.3,1.3,4.7,35,17,112,0.54,0.22,0.76,0.54,0.76,0.36,0.14,0.51,0.36,0.51,Partidos
123,Aldo Cruz,mx MEX,DF,Atlético,27-065,1997,14,13,1147,12.7,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,15,64,18,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Partidos
124,Jürgen Damm,mx MEX,DF,Atlético,32-021,1992,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Partidos
125,José David Ramírez,mx MEX,CC,León,28-350,1995,11,6,607,6.7,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.6,8,29,7,0.00,0.15,0.15,0.00,0.15,0.04,0.05,0.09,0.04,0.09,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
126,Víctor Dávila,cl CHI,"DL,CC",América,27-024,1997,6,3,250,2.8,1,0,1,1,0,0,0,0,0.6,0.6,0.6,1.2,7,11,22,0.36,0.00,0.36,0.36,0.36,0.21,0.23,0.44,0.21,0.44,Partidos
127,Diego De Buen,mx MEX,CC,Puebla,33-148,1991,17,17,1427,15.9,1,0,1,1,0,0,2,0,1.4,1.4,0.2,1.6,6,42,5,0.06,0.00,0.06,0.06,0.06,0.09,0.01,0.10,0.09,0.10,Partidos
128,Sergio De los Ríos,mx MEX,"CC,DF",Pachuca,21-153,2003,5,0,108,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,5,6,7,0.00,0.00,0.00,0.00,0.00,0.12,0.08,0.20,0.12,0.20,Partidos
129,Gustavo Del Prete,ar ARG,"CC,DL",Mazatlán,28-169,1996,3,3,230,2.6,1,0,1,1,0,0,1,0,1.1,0.3,0.2,0.5,5,17,8,0.39,0.00,0.39,0.39,0.39,0.42,0.09,0.51,0.11,0.20,Partidos
130,Everardo Del Villar,mx MEX,DF,Toluca,19-250,2005,3,2,213,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
131,Arturo Delgado,mx MEX,PO,FC Juárez,22-284,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
132,Nelson Deossa,co COL,CC,Pachuca,24-296,2000,16,14,1212,13.5,2,2,4,2,0,0,5,0,1.5,1.5,1.5,3.0,39,89,26,0.15,0.15,0.30,0.15,0.30,0.11,0.11,0.22,0.11,0.22,Partidos
133,Benny Díaz,mx MEX,PO,FC Juárez,25-349,1998,11,11,990,11.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
134,Nicolás Díaz Huincales,cl CHI,DF,Tijuana,25-192,1999,9,7,679,7.5,0,0,0,0,0,0,2,0,0.2,0.2,0.2,0.4,7,25,17,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Partidos
135,Jair Díaz,mx MEX,DF,Mazatlán,26-099,1998,12,10,931,10.3,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.5,18,35,15,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Partidos
136,Javairô Dilrosun,nl NED,"DL,CC",América,26-159,1998,11,7,612,6.8,1,1,2,1,0,0,3,0,0.9,0.9,2.2,3.0,22,25,41,0.15,0.15,0.29,0.15,0.29,0.13,0.32,0.45,0.13,0.45,Partidos
137,Willer Ditta,co COL,DF,Cruz Azul,27-310,1997,17,17,1530,17.0,0,0,0,0,0,0,3,0,0.7,0.7,0.3,1.0,27,106,21,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Partidos
138,Alexei Dominguez,mx MEX,DL,Pachuca,19-330,2005,3,1,69,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,8,0.00,0.00,0.00,0.00,0.00,0.14,0.05,0.19,0.14,0.19,Partidos
139,Idekel Domínguez,mx MEX,DF,Atlas,24-179,2000,2,2,143,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Partidos
140,Joel Domínguez,mx MEX,CC,Monterrey,19-324,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
141,Jose Domínguez,py PAR,DF,Querétaro,28-131,1996,10,10,846,9.4,0,0,0,0,0,0,5,1,0.2,0.2,0.0,0.2,3,17,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidos
142,Juan Domínguez,mx MEX,"DL,CC",Toluca,26-029,1998,17,8,764,8.5,0,1,1,0,0,0,1,0,0.2,0.2,0.9,1.1,23,30,51,0.00,0.12,0.12,0.00,0.12,0.02,0.11,0.13,0.02,0.13,Partidos
143,Julio Domínguez,mx MEX,DF,Atlético,37-020,1987,14,14,1193,13.3,0,1,1,0,0,0,3,0,0.3,0.3,0.2,0.4,6,45,4,0.00,0.08,0.08,0.00,0.08,0.02,0.01,0.03,0.02,0.03,Partidos
144,Misael Domínguez,mx MEX,"DL,CC",Querétaro,25-032,1999,2,1,78,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
145,Dória,br BRA,DF,Atlas,30-020,1994,14,13,1180,13.1,0,0,0,0,0,0,4,0,0.7,0.7,0.3,1.0,3,26,0,0.00,0.00,0.00,0.00,0.00,0.06,0.02,0.08,0.06,0.08,Partidos
146,Jonathan dos Santos,mx MEX,CC,América,34-216,1990,14,11,751,8.3,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,8,54,14,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Partidos
147,Rodrigo Dourado,br BRA,"CC,DF",Atlético,30-164,1994,16,16,1415,15.7,1,0,1,1,0,0,5,0,0.4,0.4,0.7,1.0,12,76,8,0.06,0.00,0.06,0.06,0.06,0.02,0.04,0.06,0.02,0.06,Partidos
148,Anderson Duarte,uy URU,"CC,DL",Toluca,20-250,2004,7,0,136,1.5,1,0,1,1,0,0,0,0,0.7,0.7,0.2,0.9,3,5,13,0.66,0.00,0.66,0.66,0.66,0.46,0.13,0.60,0.46,0.60,Partidos
149,Rubén Duarte,es ESP,DF,UNAM,29-041,1995,14,14,1241,13.8,0,0,0,0,0,0,3,0,0.3,0.3,1.2,1.5,16,73,6,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.11,0.02,0.11,Partidos
150,Rafael Durán,mx MEX,"CC,DL",Puebla,27-100,1997,8,0,151,1.7,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.6,2,3,6,0.60,0.00,0.60,0.60,0.60,0.27,0.09,0.36,0.27,0.36,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
151,Emmanuel Echeverría,mx MEX,DF,Santos,21-055,2003,14,11,1064,11.8,1,0,1,1,0,0,3,0,0.5,0.5,0.2,0.7,19,18,35,0.08,0.00,0.08,0.08,0.08,0.04,0.02,0.06,0.04,0.06,Partidos
152,Edson,br BRA,DF,FC Juárez,26-218,1998,13,6,523,5.8,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,11,29,10,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
153,José Eduardo Castillo,mx MEX,DF,Pachuca,20-286,2004,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Partidos
154,Javier Eduardo López,mx MEX,"CC,DL",Pachuca,30-072,1994,3,0,87,1.0,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.3,1,3,6,1.03,0.00,1.03,1.03,1.03,0.25,0.05,0.31,0.25,0.31,Partidos
155,Jorge Eduardo Sánchez,mx MEX,"DF,DL",Cruz Azul,26-354,1997,15,15,1242,13.8,1,1,2,1,0,1,2,0,2.2,1.4,1.4,2.8,31,51,106,0.07,0.07,0.14,0.07,0.14,0.16,0.10,0.26,0.10,0.20,Partidos
156,Francisco Eduardo Venegas,mx MEX,DF,Querétaro,26-135,1998,12,11,821,9.1,0,0,0,0,0,0,3,0,0.3,0.3,0.4,0.7,16,28,17,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Partidos
157,Luis Enrique Quiñones,co COL,"DL,CC",Puebla,33-155,1991,11,10,878,9.8,3,1,4,2,1,1,6,1,2.3,1.5,1.1,2.6,22,40,64,0.31,0.10,0.41,0.21,0.31,0.24,0.12,0.36,0.16,0.27,Partidos
158,Luis Enrique Quiñones,co COL,"DL,CC",UANL,33-155,1991,4,2,171,1.9,0,1,1,0,0,0,0,0,0.1,0.1,1.2,1.3,1,6,24,0.00,0.53,0.53,0.00,0.53,0.05,0.64,0.69,0.05,0.69,Partidos
159,Robert Ergas,uy URU,DF,UNAM,26-318,1998,14,11,972,10.8,0,3,3,0,0,0,2,0,0.3,0.3,3.2,3.5,35,17,96,0.00,0.28,0.28,0.00,0.28,0.03,0.29,0.32,0.03,0.32,Partidos
160,Carlos Ernesto Cisneros,mx MEX,"DL,CC",Guadalajara,31-090,1993,9,5,321,3.6,0,0,0,0,0,0,0,0,0.4,0.4,1.7,2.1,16,11,29,0.00,0.00,0.00,0.00,0.00,0.11,0.47,0.58,0.11,0.58,Partidos
161,Kevin Escamilla,mx MEX,"CC,DF",Querétaro,30-281,1994,13,11,886,9.8,0,1,1,0,0,0,3,0,0.2,0.2,0.2,0.4,5,31,4,0.00,0.10,0.10,0.00,0.10,0.02,0.02,0.04,0.02,0.04,Partidos
162,Alonso Escoboza,mx MEX,"DF,CC",Mazatlán,31-311,1993,13,10,861,9.6,0,0,0,0,0,0,1,0,0.4,0.4,1.4,1.7,26,39,44,0.00,0.00,0.00,0.00,0.00,0.04,0.14,0.18,0.04,0.18,Partidos
163,Dagoberto Espinoza,mx MEX,"DF,CC",América,20-225,2004,9,5,501,5.6,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,13,8,30,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Partidos
164,Luis Espinoza,mx MEX,DL,Santos,20-309,2004,3,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
165,Ángel Estrada,mx MEX,CC,León,21-313,2003,10,9,715,7.9,1,0,1,1,0,0,1,0,0.3,0.3,0.2,0.5,4,18,9,0.13,0.00,0.13,0.13,0.13,0.03,0.03,0.06,0.03,0.06,Partidos
166,Oscar Estupiñan,co COL,DL,FC Juárez,27-335,1996,12,11,1011,11.2,7,0,7,6,1,2,1,0,6.2,4.6,0.1,4.7,9,15,35,0.62,0.00,0.62,0.53,0.53,0.55,0.01,0.56,0.41,0.42,Partidos
167,José Eulogio,mx MEX,PO,Pachuca,20-291,2004,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
168,Franco Fagúndez,uy URU,"CC,DL",Santos,24-132,2000,13,7,716,8.0,2,1,3,2,0,0,5,0,1.1,1.1,2.1,3.2,10,37,26,0.25,0.13,0.38,0.25,0.38,0.14,0.26,0.41,0.14,0.41,Partidos
169,Lorenzo Faravelli,ar ARG,"CC,DL",Cruz Azul,31-244,1993,14,13,1028,11.4,5,1,6,5,0,0,3,0,3.2,3.2,0.7,3.9,14,67,42,0.44,0.09,0.53,0.44,0.53,0.28,0.06,0.34,0.28,0.34,Partidos
170,Carlos Felipe Rodríguez,mx MEX,PO,UANL,35-239,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
171,Gabriel Fernández,uy URU,"DL,CC",Cruz Azul,30-199,1994,2,0,44,0.5,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,1,0,2,2.05,0.00,2.05,2.05,2.05,0.72,0.00,0.72,0.72,0.72,Partidos
172,Rafael Fernández,mx MEX,DF,Tijuana,24-115,2000,15,13,1046,11.6,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,5,41,6,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidos
173,Gustavo Ferrareis,br BRA,DF,Puebla,28-331,1996,16,16,1414,15.7,1,0,1,1,0,0,5,0,0.4,0.4,1.5,1.9,22,41,42,0.06,0.00,0.06,0.06,0.06,0.03,0.09,0.12,0.03,0.12,Partidos
174,Álvaro Fidalgo,es ESP,CC,América,27-233,1997,15,12,1110,12.3,1,3,4,1,0,0,0,0,1.6,1.6,2.2,3.8,69,112,46,0.08,0.24,0.32,0.08,0.32,0.13,0.18,0.31,0.13,0.31,Partidos
175,Iker Fimbres,mx MEX,CC,Monterrey,19-179,2005,12,6,545,6.1,2,0,2,2,0,0,3,0,0.8,0.8,0.4,1.2,16,38,25,0.33,0.00,0.33,0.33,0.33,0.13,0.06,0.19,0.13,0.19,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
176,Leonardo Flores,mx MEX,"DL,CC",Atlas,21-221,2003,7,0,110,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,2,3,7,0.00,0.00,0.00,0.00,0.00,0.12,0.24,0.35,0.12,0.35,Partidos
177,Marcelo Flores,mx MEX,"DL,CC",UANL,21-058,2003,13,2,383,4.3,2,0,2,2,0,0,1,0,1.1,1.1,0.8,1.9,32,17,61,0.47,0.00,0.47,0.47,0.47,0.26,0.20,0.46,0.26,0.46,Partidos
178,Alexis Francisco Peña,mx MEX,DF,Necaxa,28-320,1996,4,3,272,3.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,2,8,3,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Partidos
179,Ramiro Franco,mx MEX,DF,Mazatlán,21-034,2003,8,4,365,4.1,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,2,15,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Partidos
180,Adonis Frías,ar ARG,"CC,DF",León,26-256,1998,8,4,419,4.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.4,12,19,9,0.00,0.00,0.00,0.00,0.00,0.05,0.03,0.08,0.05,0.08,Partidos
181,Raymundo Fulgencio,mx MEX,"DL,CC",Atlas,24-290,2000,17,13,1053,11.7,1,4,5,1,0,0,2,0,0.5,0.5,2.3,2.8,17,57,57,0.09,0.34,0.43,0.09,0.43,0.05,0.20,0.24,0.05,0.24,Partidos
182,Rogelio Funes Mori,mx MEX,DL,UNAM,33-268,1991,15,6,608,6.8,1,1,2,1,0,0,2,0,4.0,4.0,0.3,4.3,10,10,54,0.15,0.15,0.30,0.15,0.30,0.60,0.04,0.64,0.60,0.64,Partidos
183,Benjamín Galdames,mx MEX,"CC,DL",Atlético,23-278,2001,12,1,239,2.7,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,6,12,31,0.00,0.00,0.00,0.00,0.00,0.09,0.03,0.12,0.09,0.12,Partidos
184,Jesús Gallardo,mx MEX,"DF,CC",Toluca,30-105,1994,16,16,1421,15.8,4,3,7,4,0,0,3,0,1.4,1.4,3.8,5.3,50,50,126,0.25,0.19,0.44,0.25,0.44,0.09,0.24,0.33,0.09,0.33,Partidos
